rowid,product_id,customer_id,price,quantity
314,8681,7991,4488,4
315,8251,26365,3772,3
316,6770,31213,1226,4
317,7313,75154,1059,5
318,7006,28924,3877,4
319,6655,53573,584,3
320,7232,44360,3797,1
321,8172,10471,1608,3
322,7505,2712,3577,3
323,5705,30327,2192,5
324,5674,84667,1349,2
325,6985,11834,2823,3
326,6366,72004,765,3
327,6306,79957,938,3
328,7530,5273,146,5
329,8053,26779,4684,3
330,8153,12366,215,5
331,6832,43665,1703,1
332,7967,46017,1354,3
333,5973,9344,1216,3
334,8404,5419,1610,2
335,7097,77398,2433,1
336,6008,782,927,1
337,6459,47294,4730,2
338,7355,65768,125,2
339,8768,19248,4420,4
340,8479,45339,3018,5
341,6698,49608,156,5
342,7912,34774,2670,5
343,8153,11117,215,2
344,6489,15093,3698,5
345,6847,55175,1821,4
346,8469,25596,4288,1
347,7278,61142,3705,1
348,8031,38608,1480,2
349,7132,70103,4288,5
350,8457,999,4154,5
351,8604,58850,619,3
352,5771,76439,2740,2
353,5914,62787,764,4
354,7075,27696,279,5
355,7097,63374,2433,1
356,5903,26121,1890,3
357,8674,35504,4642,3
358,8700,40177,724,4
359,7014,25205,1039,3
360,7125,12022,3670,2
361,7603,25672,2512,4
362,7628,62551,3360,3
363,7863,31911,2609,3
364,7115,67838,3987,4
365,7678,31679,3075,5
366,8169,36873,2968,3
367,6261,55721,1936,3
368,7263,12354,1773,4
369,8586,7931,2690,4
370,6732,53403,4447,1
371,8818,48257,1065,1
372,5997,69694,2555,2
373,8043,28091,4037,3
374,6747,51749,4242,5
375,8838,10390,4229,5
376,5908,28586,4693,4
377,7740,39717,736,3
378,7955,2084,3139,3
379,6008,20675,927,3
380,7934,53883,378,5
381,8716,30203,1163,2
382,6331,60093,160,1
383,8795,34945,3703,2
384,7145,25980,2985,1
385,6662,66039,2585,4
386,8653,50873,3095,1
387,8144,32510,3799,4
388,8266,44300,4421,4
389,5945,63853,3378,3
390,8873,51786,1326,3
391,8150,10343,3149,1
392,5980,54076,3621,2
393,8380,19554,2055,5
394,6975,87221,1065,1
395,8868,56619,1141,2
396,5771,41090,2740,1
397,8786,49485,4186,2
398,8603,89118,3823,5
399,5964,67115,918,4
400,6190,54548,4727,1
401,6461,86930,1719,4
402,7875,39321,3267,5
403,6173,221,308,2
404,7527,5676,647,1
405,8256,25908,3498,3
406,6599,40017,4910,5
407,8617,49748,2518,1
408,8122,79987,3812,2
409,7105,53915,3693,2
410,5618,45331,1932,5
411,5935,40690,959,1
412,5911,7612,835,1
413,6666,49503,1341,3
414,8680,51501,1568,4
415,5758,78170,326,1
416,5649,54013,799,5
417,6745,48205,3517,3
418,6731,69384,906,1
419,6474,40760,1827,4
420,6559,27595,283,2
421,7757,75365,3076,5
422,7155,59540,1666,3
423,8966,52060,1730,3
424,8055,58309,4194,1
425,6023,25935,1448,1
426,6788,68123,792,2
427,8302,52493,880,2
428,6090,59869,3673,4
429,8001,7907,4125,2
430,5966,57858,4998,1
431,7832,62549,2278,1
432,8947,12637,1817,5
433,8293,20255,1146,4
434,8651,4215,3936,3
435,5916,34514,1412,5
436,6501,8423,3095,1
437,8618,11104,3710,1
438,7617,81757,3834,4
439,7325,34751,2637,5
440,6782,7521,2732,3
441,8961,26905,3819,1
442,5903,52861,1890,4
443,7413,61449,2466,3
444,6687,84546,450,4
445,7198,86484,373,5
446,5627,9163,3438,3
447,6098,35968,3487,2
448,7579,78813,1122,4
449,7502,73515,3128,3
450,5758,3466,326,1
451,5772,1684,3406,1
452,7882,17256,1264,5
453,6823,9322,2489,2
454,5945,81126,3378,3
455,8615,77135,1349,2
456,7389,14979,3255,2
457,7174,3595,3718,4
458,8324,39662,336,1
459,7577,17786,631,5
460,5985,71,2417,4
461,7208,12866,1424,4
462,7333,8783,1022,2
463,8442,32011,700,2
464,6053,52915,3942,1
465,6266,73834,3523,3
466,6314,43950,4596,2
467,8207,71945,4664,4
468,8225,36103,209,1
469,8582,76975,4279,3
470,8052,62903,685,1
471,7348,10685,3009,5
472,7812,82757,448,4
473,8804,80187,3272,3
474,7696,2162,2753,3
475,7667,37089,4349,5
476,5835,20155,1502,3
477,7208,59925,1424,4
478,8404,55008,1610,3
479,8176,76438,2563,5
480,7261,5872,1071,2
481,6461,59740,1719,2
482,5781,19910,3462,1
483,8697,88116,4743,5
484,6643,75749,4172,5
485,6415,24026,4572,3
486,8136,44377,2242,5
487,5773,23699,854,5
488,7118,12879,4452,2
489,7572,23093,1786,5
490,7426,30068,2969,2
491,7949,25094,4503,1
492,8914,21361,3386,2
493,6051,83295,451,5
494,7009,41192,1270,1
495,6204,32796,3510,2
496,7631,59182,4325,2
497,6703,63644,4189,1
498,6502,316,146,4
499,7142,78221,2764,1
500,7458,70448,840,3
501,7516,87082,1539,2
502,8715,23120,1826,4
503,7937,83093,2340,4
504,7014,83476,1039,3
505,5876,82139,4832,3
506,8569,48205,1309,5
507,5917,80022,4425,3
508,7937,65839,2340,3
509,7552,33735,590,4
510,6319,63717,3218,5
511,7240,73458,2832,5
512,7568,83025,2913,4
513,6518,38454,3017,1
514,6134,42112,4800,2
515,8506,6190,4625,2
516,5720,10949,3841,1
517,6733,15873,1643,5
518,7061,11868,3421,2
519,5731,46507,723,2
520,7826,17400,3200,1
521,8686,75490,650,2
522,5968,46539,4375,3
523,8955,3442,1486,3
524,6137,70443,4523,3
525,6882,87506,1947,3
526,8841,63711,1212,2
527,7002,39702,2995,5
528,6514,18054,3396,2
529,7506,56839,3589,5
530,7512,12350,4871,2
531,7098,5528,1177,2
532,7682,4086,4197,5
533,7621,42875,1880,2
534,8217,43696,3270,1
535,6488,86279,285,3
536,7860,43364,1771,1
537,7326,70479,845,5
538,7614,40590,3465,5
539,8476,63232,3712,5
540,7158,49025,1549,5
541,8291,37123,3735,5
542,7188,61510,957,2
543,7607,33325,489,4
544,6829,32351,4279,2
545,7617,36585,3834,1
546,7874,37459,1484,3
547,7045,62129,2157,5
548,5902,35059,2830,2
549,6465,60454,3789,4
550,7841,18261,4545,5
551,6540,79273,2847,1
552,8620,79098,1772,5
553,8830,65528,1702,5
554,8251,86648,3772,5
555,6936,60460,4866,5
556,7520,25461,3564,4
557,8372,57496,1881,3
558,8322,22760,4731,5
559,8744,3139,2882,2
560,7400,30035,2158,4
561,7349,82551,3104,2
562,7895,33125,902,1
563,8700,40655,724,2
564,7054,34444,2220,5
565,5728,60081,4686,1
566,8356,41491,4588,4
567,7435,572,4159,4
568,8464,8360,4516,5
569,5911,26620,835,4
570,6428,26703,2240,4
571,7145,61494,2985,5
572,6910,23853,2434,5
573,6418,25205,3219,2
574,7013,78328,3384,1
575,8187,26499,4053,3
576,7190,52582,2389,3
577,8916,41956,479,5
578,7852,29561,3612,1
579,7596,28430,4210,1
580,7006,7110,3877,2
581,6326,25824,4904,1
582,8860,32379,211,3
583,7152,16323,344,5
584,8538,40456,1747,5
585,5703,84826,2717,1
586,8262,16048,641,4
587,8528,30451,3460,2
588,6323,63126,2511,2
589,6387,63793,3975,2
590,6948,78285,4924,4
591,6174,76600,3641,3
592,6607,54740,4733,1
593,7145,9976,2985,4
594,7739,15306,2531,1
595,7680,76472,2721,2
596,7525,29802,1667,5
597,7556,5046,2083,3
598,6418,88173,3219,4
599,5798,27946,1200,2
600,5925,80160,1170,1
601,5908,43671,4693,5
602,7603,69009,2512,4
603,8236,8078,2008,4
604,7882,83229,1264,2
605,6208,45005,2135,2
606,7854,7614,2459,1
607,6591,28921,3421,3
608,8578,81702,2926,2
609,8402,86432,3462,3
610,8398,9591,2888,5
611,8366,12267,2429,5
612,7564,31707,1273,3
613,8094,3910,1270,4
614,6392,38337,3673,1
615,7344,67240,2263,1
616,8254,85958,3109,1
617,8639,44199,2237,1
618,8331,68798,522,5
619,8612,62943,2929,3
620,7209,9599,1474,4
621,7680,25515,2721,2
622,8074,18319,4456,1
623,7318,12660,2399,5
624,8114,36469,4641,3
625,6305,53601,3478,4
626,6882,47876,1947,5
627,7409,61690,4597,4
628,6743,65992,4050,1
629,7660,42326,2167,2
630,8795,85679,3703,2
631,6914,70660,3679,2
632,7078,76188,4867,5
633,6517,35746,2010,3
634,5634,30650,4673,4
635,7002,57916,2995,1
636,6294,53616,4507,1
637,7668,73888,2675,5
638,6272,65951,3254,2
639,6731,66443,906,2
640,6151,18255,3530,2
641,7465,8047,2653,1
642,5965,10573,1941,5
643,6870,32346,4025,3
644,7145,74588,2985,4
645,7504,62317,541,5
646,7281,62106,2116,2
647,6752,37620,4079,3
648,8347,65018,4417,1
649,8120,36789,2103,5
650,5689,1936,2172,3
651,8922,85903,2194,3
652,8476,7391,3712,1
653,7679,76840,2640,4
654,7988,55856,120,4
655,5992,53862,3774,2
656,6644,71976,3115,5
657,8485,26874,1769,4
658,5857,23439,3785,4
659,7434,15789,3452,1
660,8869,88202,328,3
661,6697,27916,754,3
662,7518,31747,408,2
663,8556,40100,410,1
664,7687,83413,1154,4
665,6276,11840,4221,1
666,5920,87885,2424,5
667,5939,48396,3780,2
668,6961,26497,2926,1
669,6154,75237,604,4
670,6511,80187,2436,3
671,7394,44402,820,5
672,5978,5673,3134,4
673,7696,32416,2753,3
674,6938,14608,491,1
675,6907,57687,3020,2
676,6573,68096,1798,5
677,7070,88841,1518,2
678,7525,48625,1667,5
679,7884,76265,3724,3
680,7452,71998,4605,2
681,7284,86952,1106,3
682,6129,43399,629,5
683,7668,634,2675,2
684,8612,89830,2929,3
685,6426,25648,4709,4
686,8260,60368,2553,5
687,8879,64710,2053,2
688,5830,87107,2997,5
689,7588,50859,4280,2
690,7596,72368,4210,5
691,7051,61036,1149,5
692,6454,10365,110,3
693,6546,27189,854,5
694,6763,25950,4543,3
695,6623,38675,779,2
696,6798,24603,4793,2
697,7677,20787,998,1
698,7716,1787,603,1
699,5889,77919,589,1
700,5943,59152,3072,4
701,5659,25104,4661,1
702,5775,23958,1983,1
703,6949,19199,833,1
704,6766,3897,2931,1
705,6179,70879,4745,5
706,7410,81884,3459,4
707,6567,52199,4396,5
708,6641,10071,1922,3
709,5889,72077,589,3
710,8682,9548,2348,3
711,8599,1459,2126,2
712,8804,55638,3272,1
713,7578,75780,163,1
714,5717,85019,2822,1
715,7829,79495,4815,3
716,7458,86871,840,2
717,6414,48047,3614,4
718,8907,87095,3395,5
719,6463,37893,2399,4
720,6241,2720,2604,2
721,6561,53800,2166,4
722,6840,79813,4501,1
723,8902,4579,740,3
724,5690,26029,2774,5
725,5786,75749,1761,3
726,7000,85299,3827,4
727,7765,58471,1288,5
728,8277,71771,4155,5
729,5787,61506,784,1
730,6369,42323,4405,1
731,6087,27640,2081,5
732,8773,62331,3631,2
733,7966,34953,185,3
734,8945,35120,4306,5
735,7842,7008,1575,5
736,8611,75656,3239,2
737,7722,60260,451,2
738,8450,11088,946,5
739,8645,52574,3573,5
740,8464,68493,4516,2
741,7699,39405,2753,4
742,8699,3465,2511,5
743,7871,62010,3051,5
744,5799,23516,4624,3
745,7974,87025,3542,3
746,6381,10668,4065,3
747,8365,37744,1275,3
748,6732,17555,4447,2
749,8464,8200,4516,4
750,8015,61706,2149,4
751,8663,81797,4018,2
752,6064,54957,266,1
753,7591,15233,1021,1
754,6180,87037,1623,1
755,8710,48960,3121,3
756,8217,86077,3270,1
757,5620,78909,3135,4
758,7037,15444,254,2
759,7013,51624,3384,3
760,8493,15897,2956,4
761,6196,83632,1714,5
762,6128,18904,678,3
763,8029,58068,4707,4
764,8747,77899,547,3
765,6598,62337,1262,1
766,7740,53347,736,5
767,7668,18085,2675,5
768,5936,26130,61,4
769,7381,54862,4036,5
770,7464,63419,991,5
771,8469,4661,4288,5
772,8937,3598,3235,2
773,6985,37624,2823,4
774,5980,40015,3621,2
775,6391,56873,1146,3
776,8558,85979,993,2
777,7015,84790,4362,2
778,8737,30916,4474,3
779,7413,30030,2466,3
780,7735,84547,4125,5
781,7175,79638,828,5
782,8619,66753,4323,4
783,6298,61634,3099,1
784,7726,26149,2153,3
785,6989,4950,1533,5
786,8223,7761,3888,4
787,8723,55968,2316,2
788,8526,34606,2955,4
789,8868,70715,1141,1
790,6344,13974,2629,2
791,6516,35355,4832,4
792,6812,503,306,3
793,8075,66417,4554,4
794,6631,87859,724,5
795,6361,20161,2825,1
796,7538,52966,1834,3
797,8047,78903,370,4
798,5670,6018,2504,5
799,7866,38485,1938,1
800,7229,49150,2460,5
801,7899,48238,4257,3
802,8300,84550,4214,3
803,6077,86190,1287,5
804,5937,69503,4367,3
805,5620,44576,3135,3
806,6191,6200,1843,2
807,8528,30861,3460,3
808,8389,48503,699,4
809,7356,37002,3072,1
810,8602,78772,4088,2
811,8544,84547,836,4
812,7528,53978,1960,3
813,5742,53112,3371,1
814,8506,74730,4625,3
815,7293,64512,1495,1
816,7996,47311,927,5
817,5749,5648,1674,2
818,6844,38438,293,4
819,5822,53156,4211,2
820,7369,45598,4528,3
821,6764,43706,3199,2
822,7512,65317,4871,2
823,5811,54672,1020,2
824,8966,20015,1730,2
825,8344,32640,1613,3
826,7103,55865,1205,2
827,7772,18868,914,2
828,7454,18559,4203,4
829,6712,64448,4909,5
830,8991,83478,4230,4
831,6851,77443,2517,4
832,6429,61522,1015,5
833,6773,41524,825,5
834,8433,63797,1050,5
835,6461,49162,1719,1
836,7295,62320,3795,4
837,6253,82229,2532,5
838,5725,82984,509,5
839,8494,78516,1928,3
840,6855,43336,950,4
841,7261,19965,1071,2
842,6429,61733,1015,5
843,6358,25648,447,4
844,7989,68236,626,5
845,7692,83736,151,4
846,7159,39923,771,5
847,8578,5774,2926,3
848,6411,20955,4216,5
849,5695,60986,1187,5
850,7157,56506,2719,3
851,6660,81860,4498,3
852,8385,77317,4587,5
853,6512,76305,3486,5
854,7839,76065,2133,5
855,8533,11598,1931,5
856,8532,76276,2239,4
857,6804,75570,3314,5
858,7013,59337,3384,2
859,6460,68661,4657,2
860,7289,73894,2952,2
861,6715,46737,4876,3
862,6429,63903,1015,3
863,6510,29846,168,5
864,7520,56930,3564,3
865,7918,76871,1334,4
866,7183,73101,1032,1
867,7573,78120,1983,4
868,8893,61895,1845,5
869,7332,65553,3439,3
870,8700,63408,724,1
871,6147,16570,356,3
872,7455,9320,4581,2
873,6387,47689,3975,3
874,5717,19089,2822,5
875,5984,61651,3446,2
876,7912,2886,2670,5
877,7456,14164,4578,1
878,5929,44213,3381,3
879,6134,12332,4800,2
880,6261,44465,1936,1
881,6231,14831,2589,4
882,7667,2141,4349,4
883,7441,32105,4427,2
884,5830,58949,2997,2
885,6472,12109,4821,5
886,7588,73769,4280,4
887,6914,64553,3679,4
888,8775,10013,435,4
889,8278,73522,956,1
890,6302,1744,1990,5
891,6583,28943,3348,3
892,8257,80867,2615,4
893,8425,36547,1961,1
894,8136,12987,2242,3
895,8023,27579,3335,1
896,5841,10316,2453,2
897,7886,31260,1219,1
898,8733,12482,109,1
899,8609,62968,3896,3
900,7413,5345,2466,1
901,7089,57346,1107,4
902,7209,54423,1474,1
903,7479,72380,2398,3
904,7474,2193,1970,3
905,5838,8565,585,5
906,7015,5517,4362,5
907,6032,76845,1561,5
908,5889,15110,589,3
909,6154,48133,604,5
910,6417,31325,2029,3
911,7588,25612,4280,5
912,5975,11232,1616,4
913,5869,17872,3472,5
914,8947,11453,1817,2
915,7855,73951,1894,1
916,7800,26865,4677,4
917,8601,13723,1821,3
918,7665,19376,2202,4
919,7266,87847,3844,1
920,7134,55873,1650,1
921,5964,15374,918,2
922,5946,84983,53,1
923,7769,21944,2280,4
924,8137,57044,1575,4
925,7695,11131,4767,3
926,6364,2116,4722,1
927,8963,2896,1094,3
928,8665,13871,1945,5
929,7530,27682,146,4
930,6620,11625,1535,1
931,7897,7733,4634,3
932,6727,52276,4579,5
933,6409,31552,2132,4
934,8722,74411,4266,3
935,6540,59439,2847,3
936,8970,36620,1205,2
937,8818,18653,1065,2
938,8356,48816,4588,5
939,8089,688,3980,3
940,8607,77594,781,5
941,5969,41076,297,1
942,8331,82917,522,1
943,7563,16334,1544,2
944,8532,82959,2239,5
945,8308,16423,4929,3
946,6017,1967,4945,4
947,5634,5255,4673,3
948,8332,13008,766,3
949,6049,60979,4148,5
950,8514,18858,2108,2
951,8937,21859,3235,3
952,5803,12197,2599,3
953,6615,73619,4249,1
954,6117,77473,189,4
955,7590,17289,1181,2
956,7852,61397,3612,3
957,5865,644,3785,4
958,5738,4639,3819,4
959,7331,55417,2460,3
960,8946,6241,583,2
961,6245,17381,2044,2
962,7452,7346,4605,3
963,6929,65232,2972,4
964,8318,43930,2270,3
965,8798,52997,485,4
966,7307,32524,4050,3
967,7103,48052,1205,5
968,6589,2553,1095,3
969,6911,34583,3142,2
970,6584,19680,2310,4
971,5808,32984,4855,2
972,8842,89928,4946,4
973,6173,25535,308,3
974,8829,78625,2398,4
975,5875,83584,1350,3
976,8586,39457,2690,4
977,6022,64468,2945,5
978,6483,73454,1665,1
979,7340,49818,3799,3
980,7157,86902,2719,1
981,6491,85676,4288,3
982,7738,29653,923,5
983,7352,76305,3505,5
984,5829,34872,3044,5
985,6120,17536,2900,3
986,7586,89041,3533,2
987,6787,74921,1148,5
988,5801,66555,3335,3
989,6303,25420,1496,2
990,5705,58642,2192,1
991,6763,37074,4543,4
992,8975,65963,2491,5
993,8074,5463,4456,1
994,7270,38984,621,4
995,8332,58157,766,1
996,8241,38712,3221,4
997,8281,33632,1637,5
998,8726,77709,323,1
999,7926,66946,3923,2
1000,8543,88951,4995,5
1001,5869,55196,3472,5
1002,8671,81328,3933,2
1003,6460,80263,4657,2
1004,8300,37490,4214,5
1005,6405,57679,3235,2
1006,6635,10630,2538,5
1007,5609,14561,1829,2
1008,5646,6185,3293,5
1009,8509,35128,3791,5
1010,6887,39570,2329,5
1011,7152,68086,344,1
1012,5897,34385,2816,5
1013,8665,6101,1945,3
1014,8490,17382,4686,2
1015,5964,89220,918,3
1016,6613,81653,557,1
1017,5980,28123,3621,3
1018,8206,43127,435,2
1019,6117,66399,189,1
1020,6664,70256,3995,4
1021,7899,41545,4257,1
1022,8766,9385,1661,1
1023,7590,572,1181,5
1024,7497,81891,4689,4
1025,8510,5611,3249,3
1026,7950,89838,1076,1
1027,7440,514,4582,4
1028,8354,35064,2954,2
1029,5852,82614,1306,5
1030,7331,11817,2460,3
1031,7006,46010,3877,5
1032,6002,66532,3047,5
1033,8162,77908,1737,2
1034,8231,15213,4909,5
1035,7201,28062,2572,4
1036,8914,2141,3386,5
1037,6796,48289,3498,5
1038,6850,62435,2058,1
1039,8725,56823,2917,4
1040,6741,36186,268,3
1041,6911,16273,3142,5
1042,8992,38110,4953,1
1043,6898,16788,2377,4
1044,7952,34297,1189,3
1045,6917,26029,3448,2
1046,6212,14993,2231,5
1047,8597,12130,942,5
1048,5781,23499,3462,4
1049,8439,8216,4878,1
1050,6016,86620,2534,1
1051,7441,24676,4427,4
1052,7083,31184,4613,1
1053,8419,89679,3084,5
1054,7396,20044,2289,5
1055,6532,42954,3387,3
1056,7393,13626,3708,5
1057,5788,87344,2677,3
1058,8516,45449,3395,1
1059,7717,31677,3688,2
1060,7384,77414,3953,4
1061,5985,56480,2417,2
1062,7435,88299,4159,3
1063,5650,86196,4511,3
1064,7820,67986,1807,4
1065,6645,71421,1080,2
1066,5710,66238,1085,2
1067,5659,46938,4661,5
1068,5706,37745,3291,3
1069,8442,63255,700,4
1070,8319,6634,3427,5
1071,5937,19527,4367,4
1072,6599,3353,4910,4
1073,6822,15421,1807,2
1074,8694,25965,2459,3
1075,8818,30506,1065,5
1076,6341,52127,392,5
1077,8558,60031,993,3
1078,7139,66428,514,1
1079,7620,56126,1731,4
1080,8712,53878,170,5
1081,5910,78416,1769,5
1082,8746,67199,2237,2
1083,5860,16052,4124,1
1084,7777,79195,800,2
1085,5761,21730,1339,3
1086,8853,42541,4813,3
1087,6686,73928,111,2
1088,8638,71183,3720,3
1089,8936,61170,528,2
1090,6182,87685,4125,3
1091,8683,76263,784,5
1092,8529,32140,4193,1
1093,8902,35405,740,5
1094,8512,13947,3006,5
1095,6409,48378,2132,3
1096,7211,82353,74,1
1097,7117,18564,568,1
1098,8337,75206,468,2
1099,8743,74910,2146,3
1100,7441,10233,4427,2
1101,7769,53394,2280,3
1102,5732,75679,106,4
1103,7687,78956,1154,4
1104,7794,79303,2716,2
1105,5720,56766,3841,3
1106,7700,21935,4557,1
1107,8991,9835,4230,5
1108,8880,42028,360,3
1109,5637,63852,526,3
1110,7884,28763,3724,4
1111,7572,53992,1786,3
1112,8268,14617,1509,2
1113,8857,80926,324,2
1114,6664,27023,3995,3
1115,6327,7943,980,4
1116,7416,79407,1724,4
1117,6067,51386,4192,2
1118,6472,2902,4821,4
1119,6739,38533,1246,5
1120,7545,20942,1687,4
1121,7794,53977,2716,3
1122,6975,63702,1065,2
1123,5718,83848,4102,2
1124,7839,19095,2133,3
1125,8156,52572,2558,4
1126,8630,658,676,3
1127,6207,53893,2766,1
1128,7885,38745,2900,3
1129,7380,77905,564,3
1130,7988,37124,120,3
1131,6474,7619,1827,5
1132,6423,18479,3064,5
1133,5750,62134,3180,5
1134,7855,8166,1894,2
1135,8281,2873,1637,1
1136,7296,81646,4524,1
1137,8768,18433,4420,4
1138,7815,78002,2582,5
1139,6345,9619,4844,5
1140,7025,57110,3172,4
1141,6436,42243,3024,5
1142,6891,82259,2208,5
1143,6726,26522,4070,4
1144,7823,70466,2437,2
1145,5986,77571,875,4
1146,7527,55717,647,2
1147,7593,18220,3390,2
1148,7389,27570,3255,5
1149,6287,58440,4188,5
1150,7705,36789,3133,4
1151,8316,41869,516,2
1152,6272,69292,3254,1
1153,6583,37074,3348,4
1154,7250,57701,775,1
1155,6569,60611,272,5
1156,6087,56107,2081,1
1157,7716,29451,603,2
1158,5921,68538,2567,1
1159,6170,32566,4900,3
1160,8869,26642,328,5
1161,7404,12147,1327,4
1162,6958,84619,4991,3
1163,7550,67702,3414,3
1164,8722,58270,4266,4
1165,8900,14998,666,3
1166,6877,78774,849,2
1167,7864,14667,3240,4
1168,6460,3818,4657,5
1169,8288,85253,4777,5
1170,7715,17561,2454,1
1171,7949,67748,4503,5
1172,6429,41608,1015,1
1173,8053,15844,4684,5
1174,7570,65195,3511,2
1175,8492,13595,3710,4
1176,8624,8843,226,5
1177,7002,34945,2995,4
1178,8352,21271,4125,1
1179,7249,64091,1221,3
1180,5724,31677,4878,4
