5888,981,3797,1,
6127,30023,4621,3,
8499,59395,3386,3,
6227,45070,4963,5,
5921,16981,2576,5,
8139,22381,1250,4,
8076,19925,3401,5,
8230,32505,325,3,
6753,16385,558,5,
8658,61886,3101,3,
6486,23259,434,2,
6601,8284,4661,5,
6634,42430,1256,1,
7267,80484,3868,5,
8449,84143,4885,1,
6933,83483,3200,1,
7591,89515,3770,3,
6202,75424,4409,2,
8537,88754,2601,5,
6088,35300,3946,5,
6177,22044,1424,4,
7764,33165,3278,3,
8076,53150,3401,4,
6315,37165,4825,2,
6903,36098,1002,5,
7344,59259,3945,2,
5815,9498,4177,1,
6259,25455,4028,3,
5930,48151,438,1,
6652,16310,58,2,
7906,65336,1951,1,
6352,44946,738,1,
6614,39874,4756,4,
8255,69242,2730,1,
7819,38855,2705,2,
5821,1055,1328,2,
7168,49052,690,2,
6586,73909,3791,4,
6643,14797,350,5,
8769,13240,3913,3,
6784,76630,4430,4,
6736,37603,3065,4,
6301,81094,2446,3,
5857,41245,1795,5,
6239,56579,3993,5,
5840,72826,3338,2,
6710,6622,905,3,
7849,57458,2007,3,
7112,21271,3612,2,
6456,7903,719,4,
6940,47749,1889,1,
6540,86673,4921,3,
7520,46059,4711,1,
8107,2954,4168,4,
5927,7534,897,5,
7604,72911,1136,2,
6950,21677,3396,5,
8266,10217,657,4,
8240,60924,2072,2,
6725,58093,4797,1,
5614,29727,4722,3,
8008,48580,4407,4,
8145,20349,1143,2,
5636,83395,212,2,
8712,73663,3036,1,
8690,73646,748,5,
6522,74914,358,2,
6637,6077,3973,1,
7960,71960,321,1,
6715,3847,1040,2,
5664,89640,3546,3,
6857,59201,2237,3,
7350,58890,2309,2,
5818,26346,451,3,
7186,52177,2691,5,
8023,70611,328,1,
7758,26827,3953,4,
6738,82024,4884,1,
5969,6257,3957,3,
7998,62809,635,4,
7878,23326,3273,4,
6571,65749,4398,3,
7801,66526,594,1,
8569,72399,1876,3,
5789,71222,1008,4,
7331,17759,1073,4,
7299,47815,2334,3,
6088,22654,3946,4,
8163,63441,326,3,
8271,16591,1048,2,
5770,83343,80,3,
8090,63255,680,1,
6512,62094,2443,4,
5899,76319,4216,5,
8176,76280,4544,5,
8841,38586,4660,1,
7790,44756,3537,5,
8177,18335,3101,3,
7672,49413,786,3,
7363,57675,4781,4,
7922,44956,3770,1,
8828,74923,3697,2,
8160,4243,2075,1,
8567,40582,1313,3,
8342,64929,700,1,
5882,51888,3143,2,
6646,74452,2428,4,
7142,4767,147,3,
7439,6025,2279,2,
8846,53840,2863,4,
5643,69067,1619,3,
8931,61098,4512,2,
7035,20686,1223,2,
7298,34328,1921,3,
7761,78350,4701,4,
6882,28623,2740,4,
8787,76999,1321,4,
7695,1171,4340,5,
7139,83311,936,4,
6329,89435,4682,3,
5605,77629,2505,4,
8008,79916,4407,1,
5619,65052,143,4,
6034,87170,2365,5,
6440,54482,3674,3,
8541,38082,1527,3,
7641,54682,3189,2,
6564,43018,3089,1,
8393,19761,4278,5,
6433,68512,3234,4,
6660,68373,805,3,
5745,41031,2493,1,
8661,30192,2317,3,
8631,83824,1717,1,
7160,32407,2596,2,
8066,63613,3537,4,
8502,6366,264,4,
6357,64935,2732,4,
8398,74259,4200,4,
7541,31176,197,2,
5946,84321,4259,5,
8022,49139,3825,4,
5815,38606,4177,2,
6339,81887,1888,5,
7428,8488,2997,1,
5956,24557,2731,4,
6759,34181,1350,3,
6668,83308,2037,2,
7597,24985,4263,2,
8453,68386,140,1,
6850,53924,716,3,
7539,15370,3459,5,
7750,18506,2051,2,
6257,74378,3964,5,
6113,40441,3990,2,
7218,33879,3326,5,
7514,68284,1510,3,
7486,1845,1344,3,
6899,76702,1530,5,
7655,65905,1665,5,
8486,49280,3589,5,
6097,69546,449,1,
7922,58834,3770,1,
6495,64772,351,3,
6615,63820,107,5,
8625,80173,1626,5,
8076,88944,3401,4,
8381,53253,2768,5,
7953,53900,1332,1,
8374,89495,3037,2,
7719,72014,2451,3,
5853,30000,2189,1,
7664,49047,1123,4,
8595,71319,3071,2,
8025,67634,4688,3,
6042,34983,4820,4,
8711,82739,3391,3,
5945,11217,2448,1,
7723,22248,2799,3,
7595,18543,4530,1,
8770,6078,4533,3,
7764,22257,3278,2,
7134,44222,3519,5,
6521,55276,2873,2,
6412,63798,938,4,
8176,29549,4544,2,
6123,27643,4075,2,
8053,66103,353,1,
8941,68627,4224,1,
7540,60433,4446,2,
8600,77850,4009,4,
6212,48519,2328,2,
8193,40804,2242,4,
6304,8717,1186,2,
6078,70232,2684,5,
5989,51920,3570,1,
6723,33355,465,2,
7904,83208,4987,5,
8714,8153,3174,1,
7363,67005,4781,5,
7804,57903,1517,2,
8064,43544,58,4,
8718,7266,3507,1,
8254,7771,3181,3,
6346,55170,3045,1,
8267,8859,4871,5,
5640,13718,3749,3,
8572,76550,534,4,
7287,73286,1010,2,
6591,8712,709,4,
6146,77293,3282,3,
8564,51621,2250,1,
6646,59292,2428,1,
5766,21561,1585,1,
8358,85054,858,4,
7832,48985,3238,3,
7978,80698,4189,4,
6898,22982,2125,2,
6328,82946,2254,1,
6226,16998,4298,3,
8762,43179,2445,1,
6185,82800,787,5,
5905,69229,4729,3,
6454,46832,1794,2,
6012,33997,4771,2,
8863,31572,546,1,
6861,71045,922,4,
6355,22376,2474,3,
7366,84194,202,2,
8035,43652,4973,4,
6572,48975,4820,1,
7316,9264,1429,2,
6109,87470,1882,4,
8558,87684,1760,2,
7024,35013,4383,3,
6908,4146,655,3,
6050,81451,4182,5,
8079,60642,4079,2,
8134,44738,2759,1,
5681,66321,1062,4,
5808,28157,4182,5,
8027,41341,3311,1,
5600,15630,3210,5,
7010,6707,1276,5,
6694,25427,2864,3,
7309,11107,1336,5,
8000,24484,1629,1,
7960,35372,321,5,
6890,10031,2571,1,
6152,18298,584,5,
5653,49,3158,1,
7381,35825,1243,5,
7980,409,88,1,
7727,62418,4649,2,
7406,64970,460,4,
8255,81278,2730,2,
5909,3380,1235,5,
7475,73347,3649,3,
7735,19642,3828,3,
7640,3444,759,4,
6713,59368,3335,4,
6913,37974,4974,3,
5708,24136,1569,5,
8273,54816,1489,5,
8298,18136,2072,5,
7229,3309,4458,4,
7036,33298,3349,2,
6547,74681,4909,4,
7724,36602,4273,5,
6212,33448,2328,5,
5945,8180,2448,3,
5705,38549,1646,3,
6906,2037,213,3,
7723,4570,2799,5,
8661,48220,2317,5,
6569,37173,2718,2,
6274,82504,3102,1,
5908,85817,667,3,
6403,63838,2056,4,
7582,58957,868,1,
5946,38229,4259,1,
5936,3469,4350,1,
7184,34614,4787,1,
8453,81623,140,1,
8437,13142,1396,3,
6922,54324,572,1,
6624,84647,4297,2,
7368,67252,4394,3,
8280,20509,490,1,
7009,45050,4850,4,
8402,13685,1143,4,
6596,35959,882,3,
7031,13768,1513,4,
8070,57242,1666,2,
8241,14307,3329,3,
7796,27132,3527,5,
5873,40634,1611,3,
7309,67080,1336,3,
5756,28717,4270,4,
7015,4212,3096,2,
5982,57986,2838,1,
5705,84270,1646,3,
8217,84101,1374,5,
8651,41420,4698,3,
5690,62556,2560,2,
6145,16530,280,3,
8763,49352,3344,4,
8519,12645,3054,2,
7630,6402,646,2,
5811,81540,4639,4,
8258,51862,2842,5,
6384,27988,484,3,
7793,17479,626,5,
5707,22204,3776,4,
7540,55433,4446,2,
8658,68136,3101,3,
8479,51989,4037,1,
7578,33713,2818,3,
7835,4500,4141,5,
8029,16280,2553,1,
8112,58152,3931,3,
8770,85223,4533,4,
8338,75490,3386,1,
6315,67716,4825,4,
6984,74955,3325,2,
8825,5945,1506,3,
6085,28232,3366,4,
7360,64565,146,3,
8157,58409,911,1,
6009,61503,3391,4,
6971,81495,81,2,
8370,46775,2061,2,
5680,31680,2641,3,
7756,25272,4307,5,
6926,50603,927,1,
8794,89385,4414,4,
5653,23001,3158,3,
8726,56562,3947,1,
5989,68199,3570,2,
8282,85923,4133,5,
8906,8810,2709,1,
7898,88003,4262,5,
8793,77207,2943,4,
6121,64682,3653,5,
5693,55903,4982,5,
7116,4699,87,1,
8854,12600,1492,3,
8506,45238,721,2,
7237,62086,3046,5,
8078,26981,393,4,
8897,76054,653,2,
6638,65698,3802,1,
6638,79276,3802,2,
7575,16944,3761,4,
6857,54138,2237,4,
7111,68772,961,5,
6131,6362,2011,2,
8449,73389,4885,2,
7542,25392,1830,4,
7629,48626,4214,1,
6618,53842,4748,2,
6601,34050,4661,4,
8168,2647,4789,3,
6128,2225,2173,4,
8201,70721,2125,2,
6926,726,927,1,
6586,48807,3791,3,
8958,76356,1645,4,
8642,48427,984,5,
6051,197,2909,2,
7606,13677,2228,3,
8793,60573,2943,3,
7824,17576,1490,2,
6477,20980,2033,3,
8668,19795,176,4,
6830,3807,1235,2,
7082,65134,3090,1,
6236,84356,180,3,
7877,34691,2283,5,
7953,72508,1332,1,
8158,1146,2310,5,
6478,34509,3377,3,
5781,71144,4745,1,
7883,5933,879,1,
6812,5976,243,2,
8070,67557,1666,3,
6287,19383,2693,1,
6267,81712,2748,2,
8183,86304,4093,5,
6910,10260,3823,4,
5954,45710,1751,3,
8708,73979,3089,2,
5834,81131,1877,3,
8803,67585,310,5,
8333,17906,1388,4,
7278,12312,4740,3,
8423,83162,211,1,
7973,77083,1932,3,
7856,74017,4874,4,
6800,44464,2616,2,
7228,63658,3375,3,
6323,47474,3461,1,
8416,73330,1039,1,
6869,26716,2459,2,
6641,27729,4779,5,
8480,42873,720,3,
8765,8472,4348,2,
8212,7041,2625,2,
6012,2983,4771,1,
8891,20574,3381,1,
6194,60948,3580,4,
8627,64066,1536,4,
8366,74498,4250,1,
6535,72264,895,5,
5607,79023,1164,3,
7745,6513,797,3,
5864,13439,4337,1,
8554,22991,1448,1,
8985,6196,1311,5,
7439,44221,2279,5,
8077,12996,4898,2,
7735,61152,3828,2,
8805,4334,1230,3,
8316,55393,1363,1,
8726,42552,3947,4,
7193,47749,2805,5,
7725,76910,3997,1,
8404,88204,398,5,
6886,76154,488,1,
7212,80191,2316,3,
8254,3851,3181,2,
8210,82870,1454,2,
6671,36375,2601,5,
6774,43891,4844,3,
5989,55306,3570,5,
7255,69732,334,1,
5611,65230,1544,1,
7590,46962,3841,5,
6518,4303,2159,5,
6301,19523,2446,4,
8326,75379,925,3,
6583,39628,4728,5,
7382,32103,3095,5,
8100,32735,3758,1,
7338,71470,57,4,
7522,54793,4842,1,
6748,18259,2821,5,
8349,84321,4912,5,
6956,5065,994,1,
6518,54470,2159,4,
7216,11776,4770,3,
7431,40587,3824,1,
6612,8913,4690,2,
6343,6178,4240,4,
7483,60333,4827,3,
6668,59003,2037,3,
7105,33295,1513,5,
8296,26201,3343,5,
7612,80508,239,1,
8290,30576,2940,2,
8450,89483,1077,5,
6259,12791,4028,5,
8460,2869,598,1,
5773,42967,296,1,
6866,1984,2869,4,
8271,6606,1048,5,
8476,70050,4538,4,
6469,48142,3863,5,
6825,11474,2445,2,
6700,9239,2292,1,
7273,42425,2077,2,
6370,57343,2657,1,
8854,34730,1492,2,
7807,79684,2828,4,
8535,51205,1290,1,
7520,617,4711,1,
7428,72533,2997,3,
7378,17176,4270,4,
7414,57905,1866,3,
6478,65027,3377,5,
7641,52282,3189,5,
6971,87769,81,1,
8262,7112,562,1,
7449,81617,3065,1,
6551,55378,1078,5,
8280,26821,490,4,
6924,85874,3719,2,
8834,77995,4068,1,
7202,89553,4787,2,
6318,59457,4756,5,
6484,74059,3975,2,
8564,7604,2250,5,
5856,48089,1952,4,
6475,45872,651,3,
8127,74905,3924,2,
7368,19520,4394,5,
8294,10436,4058,2,
8205,46270,889,5,
8381,24600,2768,1,
8485,83696,1293,3,
7604,32661,1136,3,
7880,24979,3437,2,
6397,82804,258,4,
7095,62867,4392,3,
7172,32565,2824,2,
8841,14319,4660,1,
5789,59793,1008,3,
6602,79569,565,2,
5642,79615,4567,4,
8928,59871,1735,5,
8792,51731,3151,1,
8983,36836,3334,4,
7387,82997,3719,2,
8620,62809,2982,3,
6975,30394,1201,5,
7904,68052,4987,3,
7157,14892,2394,2,
5877,51823,694,4,
7647,20739,3430,1,
7389,27655,4484,5,
7349,78468,3349,4,
6351,73695,3647,2,
8189,13209,366,5,
7356,47941,720,1,
8449,25975,4885,4,
5953,34876,2283,1,
6101,68687,2365,2,
7644,31590,1132,5,
8663,76760,1854,1,
6774,39824,4844,3,
7611,37903,650,5,
8233,57950,1789,5,
6891,72398,4238,2,
5740,13068,1465,2,
6493,45281,2985,3,
8311,33144,1666,4,
6628,13118,4214,1,
7978,22999,4189,4,
7438,15413,1735,1,
5662,12541,4620,3,
6060,79938,227,5,
7325,28441,3965,1,
7637,57671,255,5,
6417,72714,237,2,
8360,35223,1002,1,
7019,74245,2988,1,
7695,77692,4340,3,
5704,3630,1330,5,
8891,30748,3381,4,
7348,88113,3009,2,
7658,72072,4488,2,
5699,25524,2544,3,
6436,44012,3413,3,
6564,88417,3089,5,
7761,81780,4701,1,
8731,68160,146,5,
7141,23369,1787,5,
8193,76431,2242,2,
8617,66490,2763,5,
6945,71422,2174,5,
7523,53367,1343,1,
8569,40055,1876,3,
6729,50571,4567,1,
8197,69756,1113,4,
7777,21096,794,5,
7493,12935,432,5,
7417,45232,1047,5,
8596,75994,98,4,
8370,16982,2061,1,
8719,18377,257,1,
8907,30754,4894,3,
6643,5860,350,3,
6222,8011,1617,1,
7868,48021,3457,1,
7063,16850,1340,1,
8484,20666,4365,5,
6487,51136,1982,4,
6895,4377,138,2,
7523,249,1343,4,
8501,59467,1814,1,
6090,30940,1292,2,
7416,48228,1390,4,
7723,4437,2799,4,
5852,84686,742,2,
6969,44546,1047,2,
5641,20208,4715,3,
5657,61522,191,2,
6584,1633,2530,1,
6177,68397,1424,2,
8030,11995,2733,2,
6412,27181,938,1,
6922,45555,572,5,
8449,65500,4885,1,
6426,21301,3621,2,
6892,85010,2095,5,
6478,9059,3377,1,
5784,37999,3415,1,
5817,10920,140,1,
6601,85503,4661,1,
8572,41325,534,1,
7745,24141,797,4,
5939,9250,4728,3,
7430,64752,1755,2,
7256,88217,3566,2,
7533,89356,4172,4,
6190,57535,4263,1,
8894,80571,640,4,
6983,47102,1774,2,
5865,4526,713,5,
5681,12113,1062,4,
7317,80956,4048,3,
8710,51713,3998,2,
8891,13240,3381,1,
5887,49846,1628,3,
8825,2133,1506,3,
8548,56449,2850,5,
8234,76188,169,1,
7536,81623,496,4,
6405,16484,4296,5,
8569,32140,1876,1,
5665,89080,1314,5,
8335,84693,977,3,
8980,24437,2475,4,
6283,9178,4108,3,
5642,20516,4567,1,
6974,44889,2341,1,
8216,68658,621,1,
7632,33890,1080,1,
7204,27101,4523,3,
7139,28347,936,2,
8324,68014,3654,3,
7175,88821,1285,5,
8360,25298,1002,3,
8237,67685,2457,4,
6276,60711,522,1,
8147,77477,332,5,
8427,46919,1088,3,
7285,5307,1978,5,
8620,16439,2982,1,
5821,19036,1328,2,
5960,7793,1126,3,
6059,78685,4475,2,
7215,74150,2535,5,
7381,65880,1243,5,
6262,19689,749,5,
8898,17149,3677,5,
6850,80637,716,3,
6307,74052,1186,1,
7188,80864,4337,5,
7237,61868,3046,3,
7086,54080,2008,5,
8029,71194,2553,2,
7729,73046,3292,2,
6359,26838,1143,3,
8407,32965,4725,5,
6097,59374,449,2,
8025,74820,4688,4,
7678,57989,4581,2,
6218,34823,4495,4,
6723,4047,465,3,
6542,27296,4803,4,
8501,16956,1814,5,
5837,79241,2027,3,
6983,72279,1774,5,
6926,24176,927,4,
7811,84489,3197,5,
7426,89687,4543,2,
6600,26549,506,2,
7195,89676,523,3,
6748,23625,2821,3,
8262,817,562,1,
6708,81382,2279,5,
6218,74150,4495,2,
7040,42508,2587,3,
7787,20902,396,1,
8240,55274,2072,3,
7671,22221,908,1,
6940,5988,1889,4,
8370,11434,2061,5,
8071,4809,3861,3,
6636,27834,1767,5,
7244,71285,4243,2,
6615,40384,107,1,
6250,34090,654,1,
7501,19580,4392,2,
8069,27395,664,5,
5930,78764,438,2,
8000,35412,1629,5,
5989,44424,3570,2,
6897,89,4787,1,
7981,15121,3451,5,
6776,5854,3128,3,
5842,68495,2342,4,
6712,34043,1617,4,
6730,5852,410,4,
5861,74219,3973,2,
7040,15711,2587,3,
8366,35335,4250,2,
6069,20710,4216,1,
6446,23966,1473,4,
7592,87050,4297,1,
7894,34078,2532,4,
8975,74407,4139,1,
6875,22623,830,5,
8572,37834,534,4,
5629,16506,3536,3,
6924,81651,3719,1,
7287,12071,1010,3,
7433,22125,4364,2,
7960,56163,321,4,
7438,386,1735,4,
6062,65271,4725,3,
5808,89003,4182,2,
6725,47950,4797,5,
8254,86029,3181,1,
7608,44413,4892,2,
6074,13932,4821,3,
8185,23793,3086,3,
7608,26952,4892,1,
5851,48671,2280,2,
6508,36106,4993,5,
6677,18306,2182,4,
6241,35447,2263,1,
8536,71832,4846,5,
7958,5159,2350,1,
8474,22452,2925,1,
7999,80242,1246,5,
8432,16252,3058,2,
7427,58757,1845,1,
8313,34897,2036,5,
6757,39199,1028,1,
6072,68537,2142,2,
8453,14043,140,4,
8639,71243,2460,2,
6127,20449,4621,5,
8129,69339,3468,3,
8076,26321,3401,2,
6327,68548,2104,5,
7782,48829,1626,1,
8329,5888,210,3,
8835,442,2504,2,
6532,45152,3450,2,
7772,60354,331,1,
7146,64535,2797,2,
7865,26673,730,2,
8402,78883,1143,2,
8740,6069,2549,2,
8108,47726,1038,3,
7427,74197,1845,1,
6301,62810,2446,1,
8702,41308,1595,1,
8346,81083,3402,3,
6106,48107,1056,2,
5872,83308,196,2,
7411,11801,2679,3,
8024,11414,4506,2,
6796,68386,3820,4,
6317,89799,128,4,
7286,74600,3631,2,
7060,87631,486,1,
8191,64024,4587,3,
8342,68351,700,1,
6246,64347,4513,1,
7826,88373,1188,1,
5748,30129,1386,5,
8373,40333,2984,4,
7536,49447,496,5,
6320,1949,2958,4,
8820,1074,3202,1,
6601,7053,4661,4,
8015,12259,4029,1,
7178,81815,1043,2,
5693,7978,4982,4,
6848,86551,3425,4,
6235,21273,1134,3,
6946,7281,1061,5,
5998,84814,1745,5,
8539,14293,2420,4,
6074,31136,4821,5,
5857,25853,1795,4,
7599,30808,4836,1,
8136,21389,1755,4,
7162,68375,2514,3,
7271,72233,2259,3,
5678,67674,3706,3,
7297,45707,2574,3,
7584,59983,1453,2,
6719,43781,4217,4,
6525,75458,113,4,
5869,72472,3180,4,
8742,6893,4554,3,
8118,61262,4908,2,
7055,48025,2780,3,
5789,44648,1008,3,
8079,39157,4079,3,
5829,78470,4439,1,
6321,9019,2629,1,
6353,79097,2143,2,
7356,87569,720,5,
6518,21978,2159,5,
6530,65450,3602,2,
6668,32081,2037,5,
7885,73950,2914,2,
8528,45511,1022,3,
